# target qid ck12_retrieval_features_sum ck12_retrieval_features_max study_cards_retrieval_features_max study_cards_retrieval_features_sum 
1 qid:102208 1:2.8121370375156403 2:0.9782671332359314 3:1.0228835344314575 4:4.0722686648368835
1 qid:102209 1:3.1499622464179993 2:0.7106303572654724 3:0.9527798891067505 4:4.633882105350494
1 qid:102209 1:3.1061750650405884 2:0.7641761302947998 3:0.9202969670295715 4:4.086825907230377
1 qid:102209 1:3.161901533603668 2:0.7721871137619019 3:0.8600790500640869 4:3.952798068523407
2 qid:102209 1:3.5451887249946594 2:0.8823678493499756 3:0.9058796763420105 4:4.080480396747589
1 qid:102210 1:3.9050679206848145 2:0.8822482824325562 3:1.2448149919509888 4:5.9907448291778564
1 qid:102210 1:4.943719029426575 2:1.0511661767959595 3:1.2714128494262695 4:6.118748664855957
2 qid:102210 1:6.200379967689514 2:1.3744982481002808 3:1.9718518257141113 4:9.328325152397156
1 qid:102210 1:6.769231200218201 2:1.457040786743164 3:1.7765754461288452 4:8.687443971633911
1 qid:102211 1:4.362644910812378 2:1.2008754014968872 3:1.190261960029602 4:5.144295930862427
2 qid:102211 1:3.8349262475967407 2:0.931069552898407 3:1.2836157083511353 4:5.477063715457916
1 qid:102211 1:3.173746407032013 2:0.8391438126564026 3:1.3232392072677612 4:5.065229415893555
1 qid:102211 1:4.018369555473328 2:1.0623170137405396 3:1.18694007396698 4:4.688079595565796
1 qid:102212 1:4.2296106815338135 2:0.9588589668273926 3:2.1315813064575195 4:8.10271167755127
2 qid:102212 1:4.0663957595825195 2:0.8715940713882446 3:2.1293282508850098 4:8.094147682189941
1 qid:102212 1:4.472809731960297 2:0.9784170389175415 3:2.110687732696533 4:8.637906908988953
1 qid:102212 1:4.18709135055542 2:0.8952547311782837 3:2.5390148162841797 4:8.777229309082031
1 qid:102213 1:2.978358030319214 2:0.6452953815460205 3:5.147447109222412 4:10.26154088973999
1 qid:102213 1:4.55236154794693 2:0.9792875647544861 3:6.586208820343018 4:13.984128713607788
1 qid:102213 1:3.9533978700637817 2:0.9081680178642273 3:4.051001071929932 4:11.139884233474731
2 qid:102213 1:3.8840511441230774 2:0.9088915586471558 3:4.490528583526611 4:11.278917670249939
1 qid:102214 1:1.892863690853119 2:0.41566428542137146 3:1.016976237297058 4:4.769466698169708
1 qid:102214 1:2.30872505903244 2:0.5885099768638611 3:0.804117739200592 4:3.757758855819702
2 qid:102214 1:1.8821177184581757 2:0.41330453753471375 3:0.9981103539466858 4:4.6809884905815125
1 qid:102214 1:2.60523122549057 2:0.5939761996269226 3:1.0721168518066406 4:5.063749611377716
1 qid:102215 1:2.6615656912326813 2:0.5774506330490112 3:1.2964180707931519 4:5.784381031990051
2 qid:102215 1:2.8775786757469177 2:0.6945570707321167 3:1.0670194625854492 4:4.8293217420578
1 qid:102215 1:2.8428284525871277 2:0.6307557821273804 3:1.1143871545791626 4:4.818126618862152
1 qid:102215 1:2.383879154920578 2:0.5162655711174011 3:1.0365796089172363 4:4.531055331230164
1 qid:102216 1:1.7773274332284927 2:0.4224337637424469 3:0.7920769453048706 4:2.721786916255951
2 qid:102216 1:1.715281918644905 2:0.41281113028526306 3:0.744453489780426 4:2.6558915972709656
1 qid:102216 1:1.5738237351179123 2:0.3746648132801056 3:0.6096190810203552 4:2.275302082300186
1 qid:102216 1:1.6960753202438354 2:0.4212872385978699 3:0.7120639681816101 4:2.6501870155334473
1 qid:102217 1:2.5344920456409454 2:0.5496386885643005 3:1.6046093702316284 4:6.4956371784210205
1 qid:102217 1:2.504860997200012 2:0.5432127714157104 3:1.6012194156646729 4:6.481914639472961
2 qid:102217 1:2.683257967233658 2:0.562748908996582 3:1.6055867671966553 4:6.49959397315979
1 qid:102217 1:2.4927713871002197 2:0.5405909419059753 3:1.5973460674285889 4:6.466234564781189
1 qid:102218 1:1.5581167936325073 2:0.38188523054122925 3:0.6295405626296997 4:3.0580100417137146
1 qid:102218 1:2.711501032114029 2:0.6975215077400208 3:1.5732680559158325 4:6.670735478401184
2 qid:102218 1:2.834771752357483 2:0.6585070490837097 3:1.5921671390533447 4:7.2751264572143555
1 qid:102218 1:1.71771702170372 2:0.4165862500667572 3:0.6292223930358887 4:3.0585954785346985
1 qid:102219 1:0.8898457586765289 2:0.20605698227882385 3:1.1936935186386108 4:4.5058634877204895
2 qid:102219 1:0.7752203494310379 2:0.17002356052398682 3:1.196527361869812 4:4.51656037569046
1 qid:102219 1:0.7844150513410568 2:0.16866642236709595 3:1.1797374486923218 4:4.453183174133301
1 qid:102219 1:0.772057294845581 2:0.16885019838809967 3:1.1824102401733398 4:4.4632720947265625
2 qid:102220 1:2.7022332549095154 2:1.1580711603164673 3:1.148830771446228 4:4.663345158100128
1 qid:102220 1:3.1810536980628967 2:1.1442006826400757 3:1.1261036396026611 4:4.928991675376892
1 qid:102220 1:2.4412772953510284 2:1.143578290939331 3:1.1399950981140137 4:4.80840003490448
1 qid:102220 1:2.5287724435329437 2:1.2011687755584717 3:1.1755226850509644 4:4.771692633628845
1 qid:102221 1:1.2654053717851639 2:0.2813018262386322 3:0.4474502503871918 4:2.0716192424297333
1 qid:102221 1:1.3796231746673584 2:0.43705666065216064 3:0.4837127923965454 4:1.9809729158878326
2 qid:102221 1:1.389344334602356 2:0.3360227048397064 3:0.49444863200187683 4:2.0665109753608704
1 qid:102221 1:1.9010794460773468 2:0.47825920581817627 3:0.9899488687515259 4:4.031005680561066
1 qid:102222 1:3.550734579563141 2:0.8167566061019897 3:1.6010428667068481 4:7.631648540496826
1 qid:102222 1:3.6215312480926514 2:0.8700209856033325 3:1.6362478733062744 4:7.732934474945068
2 qid:102222 1:4.8925663232803345 2:1.0157666206359863 3:2.762237310409546 4:12.05126166343689
1 qid:102222 1:3.2899418473243713 2:0.6670163869857788 3:1.6227374076843262 4:7.581457614898682
1 qid:102223 1:3.5291244983673096 2:0.7987245917320251 3:1.2490535974502563 4:5.583094000816345
2 qid:102223 1:3.922051966190338 2:0.8814003467559814 3:1.251067876815796 4:5.676399827003479
1 qid:102223 1:3.9566399455070496 2:0.8752468824386597 3:1.231316089630127 4:5.513363480567932
1 qid:102223 1:3.290347158908844 2:0.785718560218811 3:1.2395780086517334 4:5.540739417076111
2 qid:102224 1:10.399208545684814 2:2.252232313156128 3:3.691701650619507 4:15.069324731826782
1 qid:102224 1:5.374807953834534 2:1.1263163089752197 3:2.243755578994751 4:9.371037721633911
1 qid:102224 1:2.9579001665115356 2:0.6212781071662903 3:1.6255897283554077 4:7.892308354377747
1 qid:102224 1:2.56137153506279 2:0.777289092540741 3:1.0716514587402344 4:5.202914476394653
1 qid:102225 1:1.6302912831306458 2:0.35207435488700867 3:0.9674522280693054 4:3.9632790088653564
1 qid:102225 1:1.0933533161878586 2:0.23451735079288483 3:0.6284849047660828 4:2.516858756542206
1 qid:102225 1:1.2122628837823868 2:0.2535709738731384 3:0.638823926448822 4:3.0268858075141907
2 qid:102225 1:1.3025434166193008 2:0.27771565318107605 3:0.4833039343357086 4:2.338723361492157
2 qid:102226 1:2.504040628671646 2:0.6075850129127502 3:1.4780807495117188 4:6.953011512756348
1 qid:102226 1:2.441071182489395 2:0.5923059582710266 3:1.4155528545379639 4:6.658874750137329
1 qid:102226 1:2.4907098710536957 2:0.5980081558227539 3:1.4461944103240967 4:6.8030149936676025
1 qid:102226 1:2.522809386253357 2:0.5998541116714478 3:1.4599206447601318 4:6.867584466934204
1 qid:102227 1:1.5729412138462067 2:0.3847724497318268 3:0.6642851829528809 4:2.875383138656616
1 qid:102227 1:2.4817117154598236 2:0.5516940355300903 3:0.6603897213935852 4:2.9629191160202026
2 qid:102227 1:1.8546287417411804 2:0.4195963740348816 3:0.9766595363616943 4:4.172914147377014
1 qid:102227 1:1.7369598746299744 2:0.4389195740222931 3:0.7050532698631287 4:3.0619999766349792
1 qid:102228 1:1.6876994669437408 2:0.384921669960022 3:0.7127606868743896 4:2.7461081743240356
1 qid:102228 1:1.4226561486721039 2:0.32206615805625916 3:0.6702477931976318 4:2.465781509876251
2 qid:102228 1:1.50447016954422 2:0.3508264720439911 3:0.6709668636322021 4:2.468426764011383
1 qid:102228 1:1.6784582138061523 2:0.4111528992652893 3:0.6801886558532715 4:2.5023531019687653
1 qid:102229 1:1.2627149522304535 2:0.29155921936035156 3:1.083844780921936 4:4.024815618991852
2 qid:102229 1:1.376565158367157 2:0.3090875446796417 3:1.1435072422027588 4:4.246369779109955
1 qid:102229 1:1.080581471323967 2:0.24342875182628632 3:0.7860531806945801 4:2.9808509051799774
1 qid:102229 1:1.3252201974391937 2:0.2975587844848633 3:1.1079583168029785 4:4.114360094070435
1 qid:102230 1:1.2798525094985962 2:0.2668497860431671 3:1.1753860712051392 4:4.564579784870148
1 qid:102230 1:1.3109328746795654 2:0.32422494888305664 3:1.166229486465454 4:3.790154993534088
1 qid:102230 1:1.3010084331035614 2:0.2650087773799896 3:1.1618199348449707 4:3.760709822177887
2 qid:102230 1:2.054191619157791 2:0.4541129469871521 3:1.216050386428833 4:4.007235407829285
1 qid:102231 1:2.6173402965068817 2:0.571401834487915 3:0.6989055871963501 4:3.4179751873016357
2 qid:102231 1:2.6611759066581726 2:0.6215388178825378 3:0.5837916731834412 4:2.8339760303497314
1 qid:102231 1:2.46372589468956 2:0.5156072974205017 3:0.5435223579406738 4:2.5540138483047485
1 qid:102231 1:2.3457781076431274 2:0.4951133728027344 3:0.5182968974113464 4:2.4679459631443024
2 qid:102232 1:2.2318270802497864 2:0.5028344392776489 3:1.2443785667419434 4:4.9419891238212585
1 qid:102232 1:3.3445329070091248 2:0.7185875177383423 3:1.5536459684371948 4:6.871497750282288
1 qid:102232 1:2.317801594734192 2:0.5152780413627625 3:1.2290723323822021 4:4.908754527568817
1 qid:102232 1:2.9675427079200745 2:0.6487234830856323 3:1.4180223941802979 4:5.675995767116547
1 qid:102233 1:4.170769453048706 2:0.8584447503089905 3:2.245649814605713 4:10.288660883903503
1 qid:102233 1:3.5240272283554077 2:0.7524377703666687 3:1.471937656402588 4:6.2355897426605225
1 qid:102233 1:2.9456124305725098 2:0.7279852032661438 3:1.466354489326477 4:6.249683618545532
2 qid:102233 1:4.499412357807159 2:0.9828528761863708 3:1.9419715404510498 4:8.515453577041626
1 qid:102234 1:2.7196360528469086 2:0.754738450050354 3:1.2391313314437866 4:5.451117038726807
2 qid:102234 1:3.0311954021453857 2:0.875101625919342 3:1.2415169477462769 4:5.461611390113831
1 qid:102234 1:2.7365351021289825 2:0.7594282627105713 3:1.2350372076034546 4:5.433106005191803
1 qid:102234 1:2.847791016101837 2:0.7731317281723022 3:1.2554335594177246 4:5.5228331089019775
1 qid:102235 1:8.308663249015808 2:1.8674458265304565 3:3.179476499557495 4:13.610474109649658
1 qid:102235 1:7.635143756866455 2:1.6837668418884277 3:3.182931661605835 4:13.415963888168335
1 qid:102235 1:7.7491196393966675 2:1.7060421705245972 3:3.3408772945404053 4:14.613378763198853
2 qid:102235 1:8.856080770492554 2:1.8478931188583374 3:3.0088586807250977 4:13.013200521469116
1 qid:102236 1:4.0070056319236755 2:0.8394617438316345 3:1.2687034606933594 4:5.274884283542633
1 qid:102236 1:2.7573551535606384 2:0.5971473455429077 3:0.8421754837036133 4:3.9655269980430603
2 qid:102236 1:3.660986006259918 2:0.8619585037231445 3:1.1312021017074585 4:4.559645056724548
1 qid:102236 1:4.116979598999023 2:0.9545678496360779 3:1.143007755279541 4:5.264384686946869
1 qid:102237 1:4.6911426186561584 2:1.571807622909546 3:2.195629835128784 4:8.657878875732422
1 qid:102237 1:2.7454084157943726 2:0.6409083604812622 3:1.5466570854187012 4:7.294796466827393
2 qid:102237 1:3.4051658511161804 2:0.816530704498291 3:2.746086359024048 4:8.475303173065186
1 qid:102237 1:4.472313106060028 2:1.3782942295074463 3:1.9387155771255493 4:8.508282780647278
2 qid:102238 1:4.38790637254715 2:0.9358053207397461 3:2.16485595703125 4:9.336623191833496
1 qid:102238 1:3.8529143929481506 2:0.9204816818237305 3:1.2288180589675903 4:5.251034617424011
1 qid:102238 1:2.795823812484741 2:0.6344325542449951 3:1.4198769330978394 4:6.119202613830566
1 qid:102238 1:2.2500548660755157 2:0.5022847652435303 3:0.9662944674491882 4:3.643816888332367
1 qid:102239 1:3.3523760437965393 2:0.7231170535087585 3:1.2526875734329224 4:4.73068630695343
2 qid:102239 1:3.544465482234955 2:0.8533040881156921 3:1.2435842752456665 4:4.756542921066284
1 qid:102239 1:3.067444145679474 2:0.6715230941772461 3:1.1601150035858154 4:4.40757155418396
1 qid:102239 1:2.949069082736969 2:0.65648353099823 3:1.1447969675064087 4:4.323244571685791
1 qid:102240 1:2.5780653059482574 2:0.6550271511077881 3:1.2824890613555908 4:5.365631818771362
1 qid:102240 1:2.0552874207496643 2:0.5160956382751465 3:1.4368338584899902 4:5.433294892311096
2 qid:102240 1:2.212978482246399 2:0.5244001150131226 3:2.8632125854492188 4:7.2313167452812195
1 qid:102240 1:2.678098738193512 2:0.7563988566398621 3:1.488330364227295 4:7.441651821136475
2 qid:102241 1:3.8482972979545593 2:0.9097297787666321 3:1.4351468086242676 4:7.116741895675659
1 qid:102241 1:2.5855182707309723 2:0.602351725101471 3:1.4391752481460571 4:7.136718392372131
1 qid:102241 1:2.7999534010887146 2:0.6412122845649719 3:1.439188838005066 4:7.1367857456207275
1 qid:102241 1:2.6122054159641266 2:0.6103593707084656 3:1.4513553380966187 4:7.197118282318115
1 qid:102242 1:2.7776752710342407 2:0.6661850810050964 3:1.3547004461288452 4:3.7929051518440247
2 qid:102242 1:4.833216160535812 2:1.2935302257537842 3:1.796008825302124 4:6.184355735778809
1 qid:102242 1:2.7451813519001007 2:0.6019260287284851 3:0.8572890162467957 4:3.97434800863266
1 qid:102242 1:4.338184356689453 2:1.1340388059616089 3:1.3995792865753174 4:4.857936918735504
1 qid:102243 1:3.6935530304908752 2:0.848121166229248 3:1.358247995376587 4:5.977225184440613
2 qid:102243 1:3.707082748413086 2:0.851227879524231 3:1.3553526401519775 4:5.964483857154846
1 qid:102243 1:4.307857990264893 2:1.0305744409561157 3:1.6750794649124146 4:7.303044438362122
1 qid:102243 1:4.149604976177216 2:1.0536645650863647 3:1.6022289991378784 4:6.985429883003235
2 qid:102244 1:6.70763623714447 2:1.5176887512207031 3:5.105403423309326 4:21.00059700012207
1 qid:102244 1:5.377740025520325 2:1.1152687072753906 3:3.22904109954834 4:14.37759256362915
1 qid:102244 1:5.434002757072449 2:1.11392080783844 3:3.2621045112609863 4:14.470352411270142
1 qid:102244 1:4.9680763483047485 2:1.2512099742889404 3:2.4270737171173096 4:10.87174677848816
1 qid:102245 1:1.8179368674755096 2:0.46450838446617126 3:0.943397581577301 4:3.36116623878479
1 qid:102245 1:2.185067981481552 2:0.460003525018692 3:0.8814214468002319 4:3.5359386205673218
2 qid:102245 1:1.9003020226955414 2:0.4101962447166443 3:1.0268878936767578 4:3.6586285829544067
1 qid:102245 1:1.7532777190208435 2:0.39659345149993896 3:0.985912561416626 4:3.512640058994293
2 qid:102246 1:2.5196293592453003 2:0.7154111266136169 3:1.7097046375274658 4:6.270334959030151
1 qid:102246 1:2.3631453812122345 2:0.7043241262435913 3:1.575156331062317 4:5.404731452465057
1 qid:102246 1:2.4606766402721405 2:0.7092345952987671 3:1.5708446502685547 4:5.310031771659851
1 qid:102246 1:2.5400793254375458 2:0.7053688764572144 3:1.5736316442489624 4:5.319452881813049
1 qid:102247 1:1.6052297353744507 2:0.3869563043117523 3:1.4227944612503052 4:3.493857055902481
1 qid:102247 1:2.7967548966407776 2:0.6041370034217834 3:1.900897741317749 4:5.043556869029999
2 qid:102247 1:3.880868971347809 2:0.995756983757019 3:3.936924695968628 4:9.156726837158203
1 qid:102247 1:2.427648216485977 2:0.6124511361122131 3:1.6221427917480469 4:4.437200486660004
1 qid:102248 1:1.266896516084671 2:0.2789880633354187 3:0.5486342906951904 4:2.032322645187378
1 qid:102248 1:1.8776673674583435 2:0.41816455125808716 3:0.5469054579734802 4:2.5061908662319183
1 qid:102248 1:1.6327595710754395 2:0.40416961908340454 3:0.41039347648620605 4:1.8411934673786163
2 qid:102248 1:1.628256767988205 2:0.3825020492076874 3:0.44064095616340637 4:1.9379507899284363
2 qid:102249 1:3.72824764251709 2:0.8217650651931763 3:1.0673012733459473 4:4.5874674916267395
1 qid:102249 1:2.5080783665180206 2:0.6247608661651611 3:0.7704600691795349 4:3.4120375514030457
1 qid:102249 1:2.1937937438488007 2:0.4792550206184387 3:1.025833010673523 4:4.40671980381012
1 qid:102249 1:3.0499021410942078 2:0.7018592357635498 3:0.898827075958252 4:3.8868669867515564
1 qid:102250 1:1.2474799007177353 2:0.27500322461128235 3:0.6135775446891785 4:2.527816265821457
1 qid:102250 1:1.1683135777711868 2:0.27879419922828674 3:0.54445880651474 4:2.2054145336151123
2 qid:102250 1:1.3434975743293762 2:0.2882782816886902 3:0.606572687625885 4:2.4989576041698456
1 qid:102250 1:1.2033324986696243 2:0.26047271490097046 3:0.5297877788543701 4:2.1459873020648956
1 qid:102251 1:2.5701414048671722 2:0.6962904334068298 3:1.9232368469238281 4:5.981723666191101
2 qid:102251 1:1.9671111702919006 2:0.5594550371170044 3:1.0543321371078491 4:4.270879924297333
1 qid:102251 1:3.217048227787018 2:1.0527703762054443 3:1.4854481220245361 4:6.204657435417175
1 qid:102251 1:3.208886742591858 2:1.050099492073059 3:1.4741923809051514 4:6.237990617752075
1 qid:102252 1:5.367552280426025 2:1.0872153043746948 3:1.8650422096252441 4:8.883203029632568
1 qid:102252 1:5.431308746337891 2:1.1261534690856934 3:1.7470877170562744 4:7.912495017051697
1 qid:102252 1:5.431307673454285 2:1.1261533498764038 3:1.7470877170562744 4:7.912495017051697
2 qid:102252 1:5.47095263004303 2:1.1558514833450317 3:1.857846736907959 4:8.886476516723633
1 qid:102253 1:2.7597122490406036 2:0.6568046808242798 3:1.1093864440917969 4:5.010247826576233
1 qid:102253 1:2.372407227754593 2:0.5963248610496521 3:1.0002679824829102 4:4.517443120479584
1 qid:102253 1:2.892834573984146 2:0.6699660420417786 3:1.225731372833252 4:5.455242991447449
2 qid:102253 1:2.932032972574234 2:0.6748987436294556 3:1.5569998025894165 4:6.792077660560608
2 qid:102254 1:2.1441650688648224 2:0.4321594834327698 3:0.7988659143447876 4:3.5906768441200256
1 qid:102254 1:1.770635724067688 2:0.404482364654541 3:0.5617373585700989 4:2.4972375631332397
1 qid:102254 1:1.7203791737556458 2:0.351272851228714 3:0.5324946641921997 4:2.3729841113090515
1 qid:102254 1:1.5972318649291992 2:0.36477237939834595 3:0.49585121870040894 4:2.268588125705719
2 qid:102255 1:1.1310256272554398 2:0.34191906452178955 3:0.6243486404418945 4:2.8541651368141174
1 qid:102255 1:0.8903704285621643 2:0.2012675255537033 3:0.6190047264099121 4:2.829735815525055
1 qid:102255 1:0.9257064759731293 2:0.20288878679275513 3:0.6199913024902344 4:2.834245979785919
1 qid:102255 1:0.8921406418085098 2:0.2335122525691986 3:0.6188932657241821 4:2.82922625541687
1 qid:102256 1:3.8704488277435303 2:0.8639562129974365 3:1.5508286952972412 4:6.783256649971008
1 qid:102256 1:4.324026107788086 2:0.9716460704803467 3:1.522231936454773 4:6.658175706863403
